Desplaz. [mm]	Fuerza [N]
34.95602263	84.69
34.96	84.69
34.96	85.11061408
34.97236993	85.45
35.03	85.45
35.04431853	85.45
35.08	85.45
35.12049606	85.45
35.13	85.45
35.17	85.45
35.2	85.45
35.2	85.45
35.22007626	85.45
35.24	85.45
35.28	85.74924159
35.31682388	86.21
35.32	86.21
35.32513494	85.45
35.36	86.01077822
35.4	86.21
35.44	86.21
35.47894912	86.21
35.48	86.21
35.5233312	86.21
35.5434362	86.21
35.57	86.21
35.6	86.21
35.6	86.21
35.62356868	86.21
35.64	86.21
35.64	86.21
35.7	86.21
35.72	86.21
35.74155936	86.21
35.76	86.21
35.8	86.21
35.80130408	86.21
35.85	86.21
35.85	86.21
35.86739567	86.21
35.91874643	86.21
35.93	86.21
35.96864273	86.21
35.97	86.21
36.01	86.21
36.0323992	86.98
36.06	86.98
36.09	86.98
36.12024447	86.98
36.13	86.98
36.13639912	86.98
36.18	87.47825373
36.21900302	87.74
36.22	87.74
36.22374249	86.98
36.27	86.98
36.29	86.98
36.30966996	86.98
36.33	86.98
36.36771051	86.98
36.38	86.98
36.42608338	87.74
36.43	87.74
36.48	87.74
36.5	87.72047541
36.50519598	86.98
36.54	86.98
36.54	86.98
36.58	86.98
36.58	86.98
36.62579557	86.98
36.646996	87.74
36.67	87.03825393
36.7	86.98
36.71788188	86.98
36.74	86.98
36.74397565	87.74
36.79	87.74
36.81414541	87.74
36.83	87.74
36.87	87.74
36.87	87.74
36.92	87.74
36.93499669	87.74
36.95	87.74
36.98472092	88.5
36.99	88.5
37.03	88.5
37.05969394	88.5
37.07	88.5
37.07928742	88.5
37.11	88.5
37.15049175	88.5
37.16114103	88.5
37.2	88.5
37.24	88.5
37.24	88.5
37.27468873	89.26
37.28	88.5
37.32	88.5
37.35677584	88.5
37.36	88.5
37.37348632	88.5
37.4	88.5
37.40390793	89.26
37.45	88.92483758
37.48466333	88.5
37.49391723	88.5
37.52	88.5
37.52125634	89.26
37.57	89.26
37.6	89.26
37.60312379	89.26
37.64	89.26
37.65397299	89.26
37.68	89.26
